Nombre Personnes;Temps Sortie Final;Personne 0;Personne 1;Personne 2;Personne 3;Personne 4;Personne 5;Personne 6;Personne 7;Personne 8;Personne 9;Personne 10;Personne 11;Personne 12;Personne 13;Personne 14;Personne 15;Personne 16;Personne 17;Personne 18;Personne 19;Personne 20;Personne 21;Personne 22;Personne 23;Personne 24;Personne 25;Personne 26;Personne 27;Personne 28;Personne 29;Personne 30;Personne 31;Personne 32;Personne 33;Personne 34;Personne 35;Personne 36;Personne 37;Personne 38;Personne 39;Personne 40;Personne 41;Personne 42;Personne 43;Personne 44;Personne 45;Personne 46;Personne 47;Personne 48;Personne 49;Personne 50;Personne 51;Personne 52;Personne 53;Personne 54;Personne 55;Personne 56;Personne 57;Personne 58;Personne 59;Personne 60;Personne 61;Personne 62;Personne 63;Personne 64;Personne 65;Personne 66;Personne 67;Personne 68;Personne 69;Personne 70;Personne 71;Personne 72;Personne 73;Personne 74;Personne 75;Personne 76;Personne 77;Personne 78;Personne 79;Personne 80;Personne 81;Personne 82;Personne 83;Personne 84;Personne 85;Personne 86;Personne 87;Personne 88;Personne 89;Personne 90;Personne 91;Personne 92;Personne 93;Personne 94;Personne 95;Personne 96;Personne 97;Personne 98;Personne 99;Personne 100;Personne 101;Personne 102;Personne 103;Personne 104;Personne 105;Personne 106;Personne 107;Personne 108;Personne 109;Personne 110;Personne 111;Personne 112;Personne 113;Personne 114;Personne 115;Personne 116;Personne 117;Personne 118;Personne 119;Personne 120;Personne 121;Personne 122;Personne 123;Personne 124;Personne 125;Personne 126;Personne 127;Personne 128;Personne 129;Personne 130;Personne 131;Personne 132;Personne 133;Personne 134;Personne 135;Personne 136;Personne 137;Personne 138;Personne 139;Personne 140;Personne 141;Personne 142;Personne 143;Personne 144;Personne 145;Personne 146;Personne 147;Personne 148;Personne 149;Personne 150;Personne 151;Personne 152;Personne 153;Personne 154;Personne 155;Personne 156;Personne 157;Personne 158;Personne 159;Personne 160;Personne 161;Personne 162;Personne 163;Personne 164;Personne 165;Personne 166;Personne 167;Personne 168;Personne 169;Personne 170;Personne 171;Personne 172;Personne 173;Personne 174;Personne 175;Personne 176;Personne 177;Personne 178;Personne 179;Personne 180;Personne 181;Personne 182;Personne 183;Personne 184;Personne 185;Personne 186;Personne 187;Personne 188;Personne 189;Personne 190;Personne 191;Personne 192;Personne 193;Personne 194;Personne 195;Personne 196;Personne 197;Personne 198;Personne 199;
0,02;3,1595;3,595842;4,039858;4,589971;4,793319;4,87886;4,938394;5,144724;5,171065;5,209545;5,295017;5,512655;5,68949;5,917124;6,096904;6,298663;6,334329;6,467959;6,493854;6,65571;6,678759;6,736676;6,828503;6,957334;7,00623;7,094775;7,214313;7,239966;7,275348;7,392611;7,438591;7,438591;7,475311;7,677208;7,71274;7,84985;7,873456;8,016465;8,016465;8,135367;8,159974;8,217194;8,371496;8,431623;8,494083;8,575489;8,659027;8,696057;8,718597;8,728545;8,832982;8,888795;8,959304;9,017106;9,078797;9,173614;9,476506;9,509391;9,534262;9,639313;9,697511;9,755713;9,835328;9,916368;9,996836;9,996836;10,13435;10,1581;10,19555;10,27456;10,35314;10,43453;10,43453;10,55017;10,69742;10,70885;10,73255;10,83353;10,89991;10,99991;10,99991;11,03429;11,07969;11,19823;11,23192;11,29993;11,3115;11,41882;11,49839;11,53175;11,55374;11,65681;11,8684;11,89211;11,89211;11,9746;12,0181;12,15451;12,17696;12,18857;12,37141;12,39515;12,39515;12,439;12,54984;12,57316;12,75431;12,79904;12,95419;13,23477;13,25608;13,43596;13,43596;13,59141;13,59141;13,65023;13,81944;14,03167;14,09106;14,19147;14,4577;14,4577;14,63649;14,65938;14,77267;14,81655;14,83767;14,85834;14,99341;15,05821;15,09134;15,17118;15,2199;15,25656;15,33484;15,39127;15,49282;15,53058;15,59368;15,6899;15,85914;15,85914;16,05746;16,11512;16,11512;16,25721;16,37858;16,37858;16,41049;16,53493;16,55974;16,71921;16,79558;16,97415;17,11476;17,11476;17,25317;17,27644;17,49931;17,55012;17,79262;17,92793;18,04745;18,09594;18,19539;18,33779;18,33779;18,51829;18,67255;18,73925;18,91421;18,91421;19,01283;19,15084;19,27574;19,3185;19,57202;19,7578;19,87629;19,9313;19,9313;20,13367;20,17663;20,29094;20,33234;20,39686;20,49532;20,55948;21,01334;21,11217;21,63306;21,89919;22,13851;22,55926;23,73345;23,81187;23,97556;24,35854;25,53633;
1,099379;1,867351;3,147722;3,844238;3,984576;4,240526;4,323456;4,346484;4,607716;4,66589;4,948876;5,044937;5,068859;5,139034;5,220362;5,369885;5,438867;5,61805;5,642916;5,642916;5,8073;5,925542;5,989693;6,160923;6,27938;6,328922;6,498815;6,665884;6,689816;6,80315;6,849197;6,986804;6,998172;7,127898;7,163306;7,244268;7,304654;7,328432;7,389188;7,504703;7,529301;7,529301;7,645029;7,726624;7,809877;7,857554;7,939057;7,985226;8,044548;8,224179;8,38339;8,419658;8,465715;8,489141;8,603689;8,682958;8,682958;8,744112;8,799562;8,823483;8,905257;8,98296;9,082513;9,148319;9,264028;9,407178;9,441445;9,589173;9,645643;9,668616;9,8086;9,8086;9,876184;9,904065;10,00353;10,06004;10,16444;10,34026;10,3839;10,4071;10,58689;10,60935;10,72241;10,74413;10,76708;10,92229;10,94504;11,04799;11,12633;11,18198;11,22667;11,36372;11,46535;11,59963;11,64553;11,67891;11,78094;11,80361;11,8489;11,94671;11,96687;12,06741;12,10246;12,1669;12,18912;12,30292;12,40134;12,44632;12,58845;12,70874;12,7422;12,86398;12,88588;12,98462;12,98462;13,04948;13,08218;13,20169;13,28045;13,38018;13,48156;13,54705;13,62348;13,64512;13,809;13,943;13,96548;14,06391;14,10712;14,13983;14,32643;14,34716;14,50865;14,86662;14,86662;15,00717;15,0622;15,16872;15,24734;15,26623;15,34255;15,34255;15,4616;15,50562;15,54793;15,5899;15,6649;15,70667;15,76056;15,78154;15,90108;15,94677;15,98983;16,22337;16,30985;16,34374;16,40802;16,54501;16,56563;16,64023;16,76583;16,88358;16,98947;17,02237;17,06695;17,22095;17,24175;17,42169;17,62508;17,70958;17,82527;18,76182;18,78298;18,94319;19,12189;19,26936;19,30091;19,36335;19,47929;19,56544;19,60692;19,74261;19,74261;19,88221;19,96563;20,06236;20,32818;20,34844;20,50797;20,54077;20,68705;20,80387;20,92006;21,04659;21,12993;21,64973;22,14392;22,36555;22,88634;23,08778;
0,0874366;3,111078;3,486088;3,606514;4,069148;4,161688;4,359741;4,442083;4,584932;4,748813;5,090985;5,240996;5,404965;5,530416;5,530416;5,687427;5,921289;6,027612;6,12939;6,211168;6,305244;6,409017;6,548347;6,559607;6,583527;6,650877;6,803278;6,871819;6,951643;7,022666;7,045871;7,180517;7,242374;7,359424;7,430027;7,488397;7,545375;7,626219;7,661054;7,788795;7,810575;7,820753;7,879435;7,98387;8,028991;8,085266;8,186785;8,287131;8,389709;8,389709;8,561791;8,561791;8,68576;8,805323;8,883189;8,906101;9,042316;9,188987;9,331822;9,331822;9,339774;9,490334;9,569586;9,579556;9,64889;9,747356;9,805409;9,900925;9,990185;9,999858;10,08966;10,09946;10,21128;10,21128;10,26924;10,32389;10,44705;10,4692;10,49193;10,52518;10,64652;10,69155;10,94974;10,96083;11,34219;11,38804;11,44458;11,46656;11,50989;11,56493;11,66495;11,68786;11,68786;11,74575;11,85016;11,85016;11,92782;11,98203;12,0489;12,1518;12,16166;12,20553;12,24777;12,44598;12,44598;12,46809;12,46809;12,61061;12,82752;12,85115;12,8877;12,8877;12,97093;13,18938;13,18938;13,18938;13,22747;13,36905;13,39034;13,46619;13,53134;13,56389;13,67187;13,74943;13,82902;13,90817;13,98565;14,10598;14,14966;14,2695;14,37122;14,42881;14,52465;14,59085;14,64881;14,74642;14,90733;15,05033;15,08654;15,30104;15,34423;15,50591;15,62473;15,73095;15,78403;15,80665;15,80665;15,90587;15,98244;16,06652;16,06652;16,36408;16,38524;16,54642;16,75115;16,98953;17,03083;17,10713;17,1282;17,19117;17,27;17,30179;17,36639;17,40775;17,56723;17,58958;17,74739;17,83102;17,83102;18,06585;18,42342;18,58237;18,69014;18,80742;18,89052;18,92308;18,98523;19,0897;19,10113;19,26986;19,29035;19,40594;19,53007;19,78281;20,12363;20,36646;20,54342;20,72814;20,9312;21,40557;21,58553;21,60705;21,78475;21,8264;21,94493;22,105;22,74243;22,96361;23,18815;23,40907;
0,1467425;2,868899;3,266148;3,971277;4,008267;4,152376;4,164073;4,365737;4,527955;4,561444;4,787129;4,808568;4,87994;4,986302;5,008537;5,089509;5,347219;5,606934;5,864266;6,003974;6,027214;6,050951;6,124669;6,201467;6,288323;6,450519;6,691364;6,747328;6,890738;7,006692;7,086544;7,166534;7,188889;7,302581;7,388093;7,468127;7,571606;7,652081;7,810815;7,810815;7,891206;8,002028;8,049715;8,084603;8,151347;8,187897;8,300571;8,390811;8,491428;8,563712;8,586281;8,607982;8,769401;8,847169;8,847169;8,926965;9,008696;9,06521;9,165396;9,165396;9,30265;9,40648;9,50772;9,529192;9,607355;9,62923;9,66116;9,832325;9,832325;9,867624;9,984571;10,02497;10,06923;10,14795;10,18036;10,30518;10,39191;10,40245;10,48939;10,54645;10,56777;10,66903;10,72418;10,7679;10,79032;10,82099;10,9667;10,99216;11,14569;11,1675;11,31229;11,4687;11,61205;11,74566;11,78853;11,89079;11,92477;11,96817;12,13226;12,18871;12,26516;12,36634;12,40671;12,56301;12,64964;12,68419;12,68419;13,00192;13,14699;13,14699;13,26716;13,44368;13,44368;13,50871;13,64357;13,66414;13,75078;13,80522;13,92046;14,24559;14,3437;14,4294;14,48291;14,83194;14,92974;14,92974;14,98748;15,08626;15,11097;15,14363;15,22816;15,30388;15,36948;15,4028;15,50586;15,56572;15,66986;15,72756;15,82889;15,82889;15,96741;15,98857;16,14844;16,14844;16,28819;16,58705;16,70389;16,70389;16,74817;16,76951;16,91002;16,94158;16,96255;17,11176;17,14573;17,24198;17,30724;17,40298;17,44477;17,52909;17,62709;17,62709;17,69052;17,87166;17,98923;17,98923;18,10499;18,2219;18,24314;18,3086;18,40276;18,68878;18,8693;19,23012;19,32466;19,46363;19,64269;19,74873;19,81138;19,99098;20,10525;20,19195;20,36979;20,48367;20,52651;20,6505;20,74546;20,80963;20,87156;20,96586;21,02843;21,30801;21,46681;21,58485;22,08534;22,28691;22,44612;22,66822;23,06985;23,25041;
0,1070342;3,105757;3,160944;3,510739;3,546509;3,606492;4,059012;4,461257;4,518845;4,822226;4,949638;5,047374;5,080388;5,150204;5,30129;5,488599;5,650424;5,790689;5,946;5,979174;6,065211;6,098884;6,230617;6,288755;6,381294;6,484445;6,564742;6,646806;6,705223;6,763889;6,871618;6,964664;6,964664;7,01085;7,047237;7,183662;7,183662;7,242428;7,290073;7,369549;7,380578;7,59892;7,624344;7,769024;7,951364;7,962141;8,008826;8,123748;8,249258;8,289981;8,289981;8,431296;8,441467;8,465942;8,567746;8,624296;8,805818;8,842381;8,86669;8,979034;9,02723;9,107104;9,129035;9,208187;9,331596;9,42873;9,470347;9,500508;9,600362;9,670938;9,770473;9,849316;9,90527;9,926984;9,926984;10,08427;10,14968;10,28463;10,30697;10,44524;10,46697;10,52328;10,62354;10,64515;10,72359;10,7451;10,87138;10,88079;10,94799;11,06142;11,10632;11,17096;11,26;11,46041;11,48394;11,50572;11,6513;11,72226;11,74368;11,76541;11,85061;11,93009;12,00588;12,05035;12,1274;12,28616;12,4712;12,60382;12,70754;12,82883;12,82883;12,88456;12,92853;13,0255;13,06936;13,1903;13,3101;13,42993;13,55005;13,62789;13,62789;13,68039;13,7915;13,8671;13,96497;14,00844;14,15069;14,32541;14,38977;14,58875;14,6111;14,62108;14,76277;14,80542;14,80542;14,82798;14,9479;14,96907;15,16439;15,20801;15,62605;15,64818;15,79098;15,92934;15,98403;16,00579;16,06973;16,14436;16,25038;16,32588;16,34809;16,42304;16,56672;16,63059;16,74909;16,74909;16,92097;16,96493;17,07141;17,0817;17,46406;17,58929;17,61059;17,63157;17,70617;17,79127;17,84542;17,8874;17,97076;17,99121;18,1289;18,24504;18,75019;18,82475;18,94079;19,14906;19,40257;19,48652;19,59148;19,72983;19,90732;20,02301;20,04686;20,20335;20,22448;20,3863;20,42861;20,51161;20,69079;20,87073;21,34801;21,84793;22,02638;22,06875;22,28418;22,48915;22,70297;23,48407;23,68714;24,6089;
3,588727;3,869781;3,951268;4,485893;5,045783;5,185397;5,267759;5,325158;5,466919;5,525138;5,605845;5,7094;5,74445;5,791322;5,848148;6,127946;6,427206;6,507935;6,667598;6,967971;7,085757;7,085757;7,108465;7,270093;7,270093;7,351716;7,444464;7,504755;7,527373;7,686027;7,686027;7,810722;7,810722;7,925753;7,947428;8,051704;8,12581;8,15162;8,271188;8,306297;8,330138;8,489;8,570177;8,626464;8,72965;8,808871;8,868288;8,890491;8,99201;9,040504;9,06399;9,108671;9,224768;9,224768;9,384718;9,384718;9,466557;9,478293;9,587561;9,587561;9,688455;9,688455;9,790067;9,846395;9,969872;10,07024;10,15983;10,26146;10,36606;10,4716;10,4716;10,52484;10,6504;10,68563;10,70689;10,82831;10,85098;10,98826;10,99882;11,06899;11,22154;11,24421;11,42145;11,42145;11,49083;11,56898;11,62429;11,68951;11,84676;11,99036;12,04426;12,11077;12,20986;12,26659;12,34473;12,49102;12,50225;12,64784;12,76033;12,82858;12,85044;12,92861;13,08518;13,10639;13,2488;13,32655;13,37098;13,52814;13,72524;13,7912;13,86906;14,06539;14,10947;14,16713;14,16713;14,26641;14,32051;14,38737;14,51842;14,592;14,73209;14,73209;14,86238;14,90554;14,98265;15,04817;15,21155;15,22191;15,36387;15,48255;15,52634;15,55034;15,6685;15,72598;15,72598;15,82172;16,0296;16,08292;16,08292;16,1044;16,26566;16,29032;16,43131;16,52849;16,7665;16,84177;16,84177;16,92666;17,02258;17,16449;17,22765;17,4094;17,66578;17,71201;17,86929;17,93173;18,07117;18,36914;18,38886;18,60332;18,69133;19,01005;19,12818;19,19172;19,35054;19,46894;19,53084;19,72244;19,74475;20,02774;20,2702;20,34382;20,47161;20,5034;20,70817;20,77176;20,92973;20,97172;21,10249;21,43006;21,52476;21,6314;21,72504;22,1027;22,31173;22,51146;22,58516;22,73024;23,14348;23,36948;23,37956;23,5508;23,604;23,80287;24,94393;25,96178;26,24863;26,29129;27,7484;27,99065;
2,586412;3,043643;3,043643;3,284294;3,647727;3,904281;4,227587;4,367085;4,530054;4,610725;4,726902;4,784823;4,910427;4,967875;4,967875;5,026174;5,20478;5,285912;5,39933;5,423893;5,550691;6,01028;6,045223;6,079233;6,208312;6,291015;6,438876;6,490867;6,68377;6,72916;6,888652;6,945089;7,047966;7,070164;7,15042;7,184597;7,279599;7,325891;7,40555;7,485256;7,609757;7,643476;7,666125;7,710518;7,806159;7,884445;7,948126;8,045104;8,099698;8,159387;8,286174;8,344378;8,344378;8,42395;8,504086;8,527889;8,584334;8,685622;8,729564;8,830632;8,864028;8,966288;9,010278;9,121217;9,147088;9,205192;9,250372;9,319158;9,364429;9,442291;9,519011;9,542927;9,624207;9,667908;9,805123;9,82648;9,87;9,9269;10,00425;10,18368;10,28206;10,34874;10,37065;10,50478;10,57036;10,57036;10,64725;10,78097;10,8052;10,84849;10,9258;11,00447;11,10406;11,14693;11,30966;11,36632;11,686;11,84238;11,88736;11,88736;12,02837;12,10792;12,18391;12,2609;12,32749;12,34976;12,40447;12,50313;12,54696;12,62408;12,62408;12,78738;12,82981;12,82981;12,82981;13,00342;13,02443;13,14449;13,17042;13,24697;13,30535;13,3641;13,3641;13,44927;13,54617;13,68665;13,80618;13,84027;14,42517;14,46743;14,5654;14,64365;14,76608;14,83008;14,99112;14,99112;15,06567;15,14173;15,22896;15,26174;15,38897;15,41098;15,4654;15,55098;15,62544;15,71006;15,78485;15,90575;15,90575;16,06579;16,06579;16,1412;16,22546;16,43006;16,70583;16,72662;16,72662;16,74709;16,88511;16,92601;17,03087;17,30786;17,43015;17,58647;17,61039;17,70567;17,7684;17,85112;17,928;18,06437;18,28811;18,66067;18,72459;18,78713;18,94584;18,98912;18,98912;19,10299;19,16586;19,26134;19,26134;19,36636;19,46283;19,67048;19,70513;20,30274;20,74533;20,89032;21,02594;21,15062;21,30951;21,36391;21,46126;22,50684;22,7908;22,9695;24,04636;24,34215;24,34215;26,3486;
0,0855338;0,4647466;2,48835;3,229627;3,46697;3,605277;3,787901;3,948581;4,089208;4,366748;4,48418;4,669528;4,96966;5,089278;5,099422;5,170966;5,285368;5,323493;5,347178;5,511603;5,546389;5,546389;5,766249;5,902092;6,040283;6,205068;6,364409;6,550815;6,666835;6,810406;6,822591;7,00095;7,028956;7,067752;7,106339;7,209859;7,367149;7,450678;7,526253;7,611569;7,68456;7,808648;7,819893;7,967561;8,006403;8,132232;8,279835;8,427808;8,451961;8,489038;8,551294;8,629643;8,703921;8,731635;8,810067;8,90063;8,985675;9,106471;9,166437;9,206847;9,324961;9,350176;9,38786;9,38786;9,543114;9,608072;9,608072;9,709105;9,746833;9,785831;9,898399;9,898399;10,06969;10,10618;10,22556;10,37247;10,47003;10,47003;10,62807;10,65038;10,8279;11,14929;11,18176;11,33022;11,40601;11,44994;11,57036;11,57036;11,60905;11,66525;11,75176;11,83117;11,84165;11,93013;12,0313;12,08788;12,13251;12,13251;12,26954;12,32567;12,34819;12,42702;12,45055;12,52733;12,66958;12,69215;12,74641;12,84455;12,86731;12,9791;13,004;13,06962;13,14649;13,24606;13,36479;13,45183;13,45183;13,51192;13,78693;13,92621;13,94969;14,08501;14,2288;14,2288;14,38389;14,38389;14,5497;14,62543;14,66973;14,72373;14,72373;14,82852;14,84908;14,92481;15,0519;15,12649;15,265;15,32242;15,34496;15,46846;15,54689;15,59019;15,76449;15,82021;15,9491;15,9491;16,16536;16,1884;16,28395;16,44118;16,60561;16,62717;16,73205;16,80596;16,82717;16,82717;16,9647;17,12861;17,26789;17,36564;17,42894;17,52428;17,63063;17,65127;17,70535;17,72801;17,79186;17,80546;17,93174;18,00571;18,02712;18,11227;18,16425;18,20608;18,40147;18,44691;18,62965;18,72532;18,8316;19,10514;19,2098;19,2098;19,40958;19,47235;19,74615;19,74615;19,98354;20,02609;20,10928;20,19209;20,30731;20,35013;20,53011;20,7301;20,88684;21,04407;21,30939;21,62861;21,76516;24,72577;
0,1166129;2,174267;2,907295;3,035839;3,491565;4,071124;4,269274;4,314916;4,491517;4,851539;4,896832;5,070884;5,070884;5,210226;5,424887;5,424887;5,610301;5,692552;5,830045;5,853951;5,889612;6,04673;6,071222;6,209293;6,209293;6,265172;6,393943;6,611836;6,752701;6,810152;6,810152;6,996321;7,053507;7,053507;7,190951;7,190951;7,331463;7,331463;7,410893;7,515024;7,52742;7,57532;7,630338;7,769999;7,791856;7,847033;7,975382;8,07623;8,07623;8,086778;8,156822;8,312593;8,471169;8,615216;8,652275;8,652275;8,752729;8,852794;8,954788;9,091789;9,144527;9,212323;9,26714;9,313596;9,313596;9,446323;9,47138;9,594824;9,604482;9,675314;9,708901;9,774258;9,813137;9,876163;9,910042;9,974199;10,07497;10,15366;10,20889;10,20889;10,31292;10,3695;10,49047;10,71439;10,77038;10,99137;11,16682;11,23304;11,31143;11,44567;11,5356;11,5356;11,61332;11,73415;11,73415;11,73415;11,8355;11,91191;11,96951;12,01185;12,06631;12,23176;12,46922;12,49021;12,63391;12,78768;12,87465;12,89641;13,04888;13,04888;13,07119;13,23416;13,30997;13,39556;13,41392;13,49439;13,59378;13,74919;13,77073;13,85104;13,91338;13,96869;14,09701;14,21568;14,27129;14,29236;14,49011;14,49011;14,65145;14,67271;14,81522;14,96882;14,96882;15,31522;15,34809;15,51264;15,57691;15,63088;15,70933;15,77543;15,97154;15,99241;16,01327;16,17245;16,45403;16,46507;16,48843;16,58728;16,60798;16,7461;16,7461;16,83122;16,91592;16,96958;17,07579;17,09637;17,14924;17,17002;17,27703;17,30943;17,33076;17,47;18,0115;18,2536;18,39406;18,46888;18,55436;18,64862;18,77526;18,77526;18,82814;19,01572;19,09021;19,17467;19,21581;19,50987;20,43436;20,52999;20,61366;20,77037;20,81268;20,94871;20,99144;21,01387;21,25401;21,49517;21,63055;21,71427;21,83668;21,9937;22,17058;22,47211;22,60999;22,65128;22,82915;22,82915;23,02828;23,79062;24,04956;24,13351;
2,609433;3,552051;3,773253;3,985872;4,149246;4,208089;4,292496;4,426988;4,605037;4,825314;4,847656;5,008913;5,088912;5,146849;5,16972;5,331196;5,425258;5,506609;5,608633;5,66746;5,748228;5,829993;5,929822;5,929822;5,988585;6,069977;6,128659;6,231029;6,290445;6,371995;6,429104;6,587656;6,667293;6,750763;6,750763;6,807672;6,930347;6,988867;7,020756;7,129628;7,209304;7,252842;7,310293;7,389199;7,467313;7,546748;7,690974;7,721626;7,881273;8,122253;8,212591;8,212591;8,292064;8,443213;8,509778;8,566033;8,644005;8,712727;8,881758;8,906498;8,949351;9,061675;9,161869;9,251688;9,262477;9,331934;9,411263;9,4884;9,645804;9,645804;9,767198;9,824757;9,925923;9,991952;10,03081;10,10561;10,17261;10,1833;10,30783;10,4123;10,43264;10,43264;10,50776;10,57691;10,66587;10,77203;10,80949;10,98639;11,20592;11,25027;11,26035;11,40654;11,42885;11,54986;11,64897;11,693;11,79146;11,79146;11,86956;11,94984;11,96136;12,02825;12,05026;12,10855;12,16268;12,26497;12,34344;12,42199;12,46762;12,5318;12,60875;12,68988;12,86425;12,9502;12,973;13,02623;13,14729;13,19183;13,31003;13,33265;13,36563;13,51035;13,58901;13,68821;13,71121;13,87183;14,04967;14,24907;14,27;14,27;14,4908;14,55044;14,55044;14,66494;14,76436;14,85184;14,92758;15,02681;15,04849;15,09169;15,25153;15,39247;15,58998;15,84845;15,98914;16,01088;16,03218;16,27012;16,30296;16,34727;16,46883;16,53285;16,65079;16,85316;16,88594;17,01285;17,06523;17,14903;17,24468;17,28666;17,28666;17,35074;17,4451;17,55122;17,57247;17,64712;17,68814;17,72998;17,82439;17,88805;17,9095;17,93192;18,09191;18,12389;18,14448;18,22984;18,28535;18,32883;18,38475;18,52597;18,54706;19,38297;19,57043;19,75111;19,84912;19,90854;19,99156;20,13102;20,23317;20,35126;20,42567;20,531;20,73041;20,90779;21,20661;21,36529;21,42944;21,6661;21,82318;23,40832;
